price,n_rooms,area,price_per_m2,link,title,address,district
2700,2,40.0,68.0,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-tarchomin-mysliborska-98e-bezposrednio-ID4zcl0,Mieszkanie 2 pokoje TARCHOMIN Myśliborska 98E bezpośrednio,"ul. Myśliborska, Tarchomin, Białołęka, Warszawa, mazowieckie",Białołęka
5800,3,62.4,93.0,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-domaniewska-34b-mokotow-wynajme-bezposrednio-ID4z0ov,"Mieszkanie 3-pokojowe, Domaniewska 34b, Mokotów. Wynajmę bezpośrednio.","ul. Domaniewska, Ksawerów, Mokotów, Warszawa, mazowieckie",Mokotów
2190,2,54.0,41.0,https://www.otodom.pl/pl/oferta/m3-wyposazone-al-stanow-zjednoczonych-praga-pd-ID3x4xJ,"m3 wyposazone,al stanów zjednoczonych, praga pd","Gocław, Praga-Południe, Warszawa, mazowieckie",Praga-Południe
3900,3,60.0,65.0,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-do-wynajecia-klima-3-rooms-apartment-for-rent-ID4z80L,3 pokojowe mięszkanie do wynajęcia KLIMA | 3 rooms apartment for rent,"ul. Kłobucka, Wyczółki, Ursynów, Warszawa, mazowieckie",Ursynów
3400,2,35.0,97.0,https://www.otodom.pl/pl/oferta/wysoki-standard-2-pokoje-ursus-klimatyzacja-ID4z10S,Wysoki standard 2 pokoje Ursus Klimatyzacja,"Szamoty, Ursus, Warszawa, mazowieckie",Ursus
3900,2,46.6,84.0,https://www.otodom.pl/pl/oferta/2-pokoje-bielany-literacka-nowe-mieszkanie-ID4z8Mz,"2 pokoje, Bielany, Literacka, nowe mieszkanie","ul. Literacka, Piaski, Bielany, Warszawa, mazowieckie",Bielany
2250,1,46.32,49.0,https://www.otodom.pl/pl/oferta/bez-prowizji-studio-z-garderoba-przy-metrze-m2-ID4ySOr,Bez prowizji! Studio z garderobą przy Metrze | M2,"Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Praga-Północ
8500,3,75.94,112.0,https://www.otodom.pl/pl/oferta/bez-prowizji-luksusowy-apartament-zlota-ID4xXKk,Bez prowizji! Luksusowy apartament | Złota,"Mirów, Wola, Warszawa, mazowieckie",Wola
4730,2,43.97,108.0,https://www.otodom.pl/pl/oferta/bez-prowizji-2-pokojowy-apartament-mirow-ID4yoXa,Bez prowizji! | 2-pokojowy apartament | Mirów,"Mirów, Wola, Warszawa, mazowieckie",Wola
3800,3,51.4,74.0,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-warszawa-wlochy-ul-zapustna-51m2-ID4zckL,"3-pokojowe mieszkanie Warszawa-Włochy, ul.Zapustna 51m2","ul. Zapustna, Stare Włochy, Włochy, Warszawa, mazowieckie",Włochy
3800,2,45.0,84.0,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-przy-ulicy-hozej-ID4yE68,Mieszkanie W Kamienicy Przy Ulicy Hożej,"ul. Hoża, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",Śródmieście
6500,2,42.0,155.0,https://www.otodom.pl/pl/oferta/klima-metro-daszynskiego-2-pokoje-w-towarowa-square-bezposrednio-ID4z75S,Klima | Metro Daszyńskiego | 2-pokoje w Towarowa Square | BEZPOŚREDNIO,"ul. Prosta, Czyste, Wola, Warszawa, mazowieckie",Wola
4000,3,80.0,50.0,https://www.otodom.pl/pl/oferta/3-pokoje-przy-ul-kosiarzy-wilanow-ID4hrkP,"3 pokoje przy ul. Kosiarzy, Wilanów","Wilanów Niski, Wilanów, Warszawa, mazowieckie",Wilanów
3000,1,24.5,122.0,https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-w-centrum-warszawy-wynajem-ID4zckC,Nowoczesna kawalerka w centrum Warszawy – wynajem,"ul. Wilcza, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",Śródmieście
2150,1,39.0,55.0,https://www.otodom.pl/pl/oferta/1-pokoj-z-oddziela-kuchnia-ul-linneusza-10-ID4zckw,1 pokój z oddzielą kuchnią ul. Linneusza 10,"ul. Karola Linneusza, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Praga-Północ
3500,2,45.0,78.0,https://www.otodom.pl/pl/oferta/stylowy-apartament-obrzezna-3-galeria-park-top-ID4fFBv,"Stylowy apartament Obrzeżna 3, Galeria Park Top","ul. Obrzeżna, Służew, Mokotów, Warszawa, mazowieckie",Mokotów
4900,3,75.0,65.0,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-wawer-ID4yOTZ,Mieszkanie z ogródkiem Wawer,"ul. Tawułkowa, Miedzeszyn, Wawer, Warszawa, mazowieckie",Wawer
2500,2,42.0,60.0,https://www.otodom.pl/pl/oferta/centrum-bliska-wola-ciche-z-balkonem-ID4zckg,Centrum bliska Wola Ciche z balkonem,"ul. Pańska, Mirów, Wola, Warszawa, mazowieckie",Wola
4400,3,77.0,57.0,https://www.otodom.pl/pl/oferta/kabaty-metro-3-pok-przestronne-pokoje-77m2-ID3Tquv,Kabaty Metro - 3 pok przestronne pokoje - 77m2,"Kabaty, Ursynów, Warszawa, mazowieckie",Ursynów
3300,2,46.0,72.0,https://www.otodom.pl/pl/oferta/2-pok-z-oddzielna-kuchnia-metro-ID49pGI,2 pok. z ODDZIELNĄ KUCHNIĄ METRO,"ul. Zawiszy, Młynów, Wola, Warszawa, mazowieckie",Wola
4000,3,58.0,69.0,https://www.otodom.pl/pl/oferta/nowoczesne-3-pokojowe-mieszkanie-z-balkonem-ID4zcjJ,Nowoczesne 3-pokojowe mieszkanie z balkonem,"Saska Kępa, Praga-Południe, Warszawa, mazowieckie",Praga-Południe
3370,2,41.0,82.0,https://www.otodom.pl/pl/oferta/stara-praga-bialostocka-kamienica-41m-2-pokoje-metro-ID4yWwe,Stara Praga |Białostocka | kamienica | 41m | 2 pokoje | metro,"ul. Białostocka, Stara Praga, Praga-Północ, Warszawa, mazowieckie",Praga-Północ
2900,2,38.0,76.0,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-powisle-tamka-metro-ID4z67V,"2-pokojowe mieszkanie , Powiśle, Tamka, Metro","ul. Tamka, Powiśle, Śródmieście, Warszawa, mazowieckie",Śródmieście
2999,2,48.5,62.0,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-48-5m2-lazurowa-183-warszawa-ID4tHr7,"Mieszkanie 2-pok 48,5m2, Lazurowa 183 Warszawa","Groty, Bemowo, Warszawa, mazowieckie",Bemowo
1960,1,10.0,196.0,https://www.otodom.pl/pl/oferta/clean-renovated-apartment-for-rent-in-the-center-of-warsaw-nowolipki-ID4y8aI,Clean Renovated Apartment for rent in the Center of Warsaw- Nowolipki,"ul. Nowolipki, Nowolipki, Wola, Warszawa, mazowieckie",Wola
6700,3,90.0,74.0,https://www.otodom.pl/pl/oferta/elektrownia-powisle-3-rooms-garage-ID4zbKD,#Elektrownia Powiśle #3 rooms #Garage,"ul. Leszczyńska, Powiśle, Śródmieście, Warszawa, mazowieckie",Śródmieście
3000,2,40.8,74.0,https://www.otodom.pl/pl/oferta/ursynow-ciche-m2-z-ogrodkiem-i-garazem-metro-bez-prowizji-ID4ySEQ,"Ursynów: Ciche M2 z ogródkiem i garażem, metro – Bez Prowizji!","ul. ppłk. Zbigniewa Stanisława Kiedacza, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",Ursynów
3800,2,38.05,100.0,https://www.otodom.pl/pl/oferta/dwa-jasne-pokoje-przy-westfield-mokotow-bez-prowizji-ID4yTSQ,Dwa jasne pokoje przy Westfield Mokotów-Bez prowizji,"ul. Postępu, Służewiec, Mokotów, Warszawa, mazowieckie",Mokotów
7900,3,99.0,80.0,https://www.otodom.pl/pl/oferta/wilanow-apartament-w-kameralnej-willi-ID4xwcz,"Wilanów, apartament w kameralnej willi","ul. Chorągwi Pancernej, Wilanów Niski, Wilanów, Warszawa, mazowieckie",Wilanów
2600,1,38.3,68.0,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-38m2-z-oddzielna-kuchnia-metro-szwedzka-ID4z1xh,Przestronna kawalerka 38m2 z oddzielną kuchnią /Metro Szwedzka,"ul. Lęborska, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Praga-Północ
9000,3,96.0,94.0,https://www.otodom.pl/pl/oferta/stylowy-apartament-3-pokoje-96m-mokotow-ID4vRMH,"Stylowy apartament 3 pokoje, 96m², Mokotów","ul. Biały Kamień, Wyględów, Mokotów, Warszawa, mazowieckie",Mokotów
26100,3,121.0,216.0,https://www.otodom.pl/pl/oferta/luksusowy-apartament-zlota-44-121m2-ID4xzag,"Luksusowy Apartament Złota 44, 121m2","Mirów, Wola, Warszawa, mazowieckie",Wola
11500,4,155.0,74.0,https://www.otodom.pl/pl/oferta/apartament-pod-skocznia-4-pokoje-ID4ydPt,Apartament Pod Skocznią 4 pokoje,"Stegny, Mokotów, Warszawa, mazowieckie",Mokotów
3950,2,42.0,94.0,https://www.otodom.pl/pl/oferta/2-pokoje-42m2-garaz-balkon-pierwszy-najemca-ochrona-ID4zcje,2 pokoje | 42m2 | Garaż | Balkon | Pierwszy Najemca | Ochrona,"al. Aleja Polski Walczącej, Czerniaków, Mokotów, Warszawa, mazowieckie",Mokotów
8000,3,92.0,87.0,https://www.otodom.pl/pl/oferta/przestronny-apartament-z-3-sypialniami-ID4ys5j,Przestronny apartament z 3 sypialniami,"al. Aleja Jana Chrystiana Szucha, Ujazdów, Śródmieście, Warszawa, mazowieckie",Śródmieście
3100,2,36.0,86.0,https://www.otodom.pl/pl/oferta/wygodne-2-pokoje-na-saskiej-kepie-ID4vXwR,Wygodne 2 pokoje na Saskiej Kępie,"ul. Międzynarodowa, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",Praga-Południe
2680,1,41.67,64.0,https://www.otodom.pl/pl/oferta/bez-prowizji-funkcjonalna-kawalerka-przy-metrze-ID4ySOR,Bez prowizji! Funkcjonalna kawalerka przy Metrze,"Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Praga-Północ
3500,2,35.0,100.0,https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-biurko-klimatyzacja-metro-slodowiec-ID4zcj1,2 pokoje | Po remoncie | Biurko + klimatyzacja | metro Słodowiec,"ul. Antoniego Magiera, Słodowiec, Bielany, Warszawa, mazowieckie",Bielany
3800,3,60.0,63.0,https://www.otodom.pl/pl/oferta/3-pokoje-z-osobna-kuchnia-po-remoncie-ID4xP4Z,3 pokoje z osobną kuchnią po remoncie,"ul. Marca Polo, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",Ursynów
3200,2,48.0,67.0,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-48m2-grochow-po-remoncie-ID4zciT,"Mieszkanie 2 pokoje 48m2,Grochów,po remoncie","ul. Opinogórska, Gocław, Praga-Południe, Warszawa, mazowieckie",Praga-Południe
