price,n_rooms,area,price_per_m2,link,title,address,district
1400,1,26.0,54.0,https://www.otodom.pl/pl/oferta/kawalerka-ul-rojna-ID4lXKk,"Kawalerka, ul. Rojna!","ul. Rojna, Teofilów, Bałuty, Łódź, łódzkie",Bałuty
1500,2,45.2,33.0,https://www.otodom.pl/pl/oferta/baluty-aleksandrowska-2pokoje-45m2-ii-pietro-ID4lpnC,Bałuty Aleksandrowska 2pokoje 45m2 II piętro,"ul. Aleksandrowska, Teofilów, Bałuty, Łódź, łódzkie",Bałuty
2200,2,49.5,44.0,https://www.otodom.pl/pl/oferta/piekne-dwupokojowe-mieszkanie-ul-tylna-ID4lh2J,"Piękne, dwupokojowe mieszkanie ul. Tylna","ul. Tylna, Centrum, Śródmieście, Łódź, łódzkie",Śródmieście
9800,4,172.0,57.0,https://www.otodom.pl/pl/oferta/2-poziomowy-apartament-172-mkw-al-kosciuszki-ID4kUJo,"2 poziomowy apartament, 172 mkw., al. Kościuszki","al. Tadeusza Kościuszki, Centrum, Śródmieście, Łódź, łódzkie",Śródmieście
1500,1,30.0,50.0,https://www.otodom.pl/pl/oferta/kawalerka-30-m2-ulica-targowa-ID4iL2l,"Kawalerka, 30 m2, ulica Targowa!","ul. Targowa, Fabryczna Widzew, Widzew, Łódź, łódzkie",Widzew
1500,1,25.0,60.0,https://www.otodom.pl/pl/oferta/kawalerka-25m2-odswiezona-jozefa-17-ID4imZ9,Kawalerka / 25m2 / odświeżona / Józefa 17,"ul. Józefa, Stary Widzew, Widzew, Łódź, łódzkie",Widzew
5900,4,116.0,51.0,https://www.otodom.pl/pl/oferta/4-pok-116-m2-ul-tylna-ID4hIb3,"4-pok. 116 m2, ul. Tylna","ul. Tylna, Centrum, Śródmieście, Łódź, łódzkie",Śródmieście
1500,2,60.0,25.0,https://www.otodom.pl/pl/oferta/odswiezone-2-pokojowe-mieszkanie-retkinia-ID4gxQX,Odświeżone 2 pokojowe mieszkanie - Retkinia,"ul. Maratońska, Retkinia, Polesie, Łódź, łódzkie",Polesie
2500,2,47.0,53.0,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-ul-tramwajowa-ID4ej01,Dwupokojowe mieszkanie ul. Tramwajowa,"ul. Tramwajowa, Fabryczna, Śródmieście, Łódź, łódzkie",Śródmieście
2500,2,73.0,34.0,https://www.otodom.pl/pl/oferta/mieszkanie-73-m-lodz-ID4e6P7,"Mieszkanie, 73 m², Łódź","Stare Polesie, Polesie, Łódź, łódzkie",Polesie
